image,attack,scheme,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,used_fallback
000000210299.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5343,25463,0
000000210299.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101000110100,0.937500,0,18.1092,9463,0
000000210299.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1749,22123,0
000000210299.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.6934,34678,0
000000210299.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1223,26421,0
000000210299.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.8130,34840,0
000000210299.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.0301,36130,0
000000210299.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4896,17068,0
000000210299.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4993,16923,0
000000210299.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4217,17181,0
000000210299.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3576,16749,0
000000210299.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.9505,481,0
000000210299.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.4618,549,0
000000210299.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.5320,347,0
000000210299.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.5789,2795,0
000000210299.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000010000,0.406250,0,7.6721,52824,0
000000210299.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.7707,10255,0
000000219440.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.9458,34764,0
000000219440.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.2402,34221,0
000000219440.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0096,17727,0
000000219440.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.4907,25358,0
000000219440.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.8180,8690,0
000000219440.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1102,21825,0
000000219440.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.5226,33198,0
000000219440.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.9194,26004,0
000000219440.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.3446,34482,0
000000219440.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.4779,27083,0
000000219440.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.2524,16877,0
000000219440.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.4097,16704,0
000000219440.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7028,17014,0
000000219440.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1201,16798,0
000000219440.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,7.6525,0,1
000000219440.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3040,1351,0
000000219440.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.1187,93,0
000000219440.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.2596,6435,0
000000219440.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.1249,55098,0
000000219440.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.6759,2363,0
000000230166.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2944,34905,0
000000230166.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3651,34164,0
000000230166.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2302,18010,0
000000230166.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5233,25613,0
000000230166.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.0614,9097,0
000000230166.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1650,21993,0
000000230166.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2221,34692,0
000000230166.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.2849,34850,0
000000230166.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,11.2190,34850,0
000000230166.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.6598,41872,0
000000230166.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3378,17036,0
000000230166.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2705,16816,0
000000230166.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3072,17067,0
000000230166.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5170,16761,0
000000230166.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.7931,617,0
000000230166.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.9205,2212,0
000000230166.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000010000000000,0.343750,0,9.6109,1124,0
000000230166.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.4950,442,0
000000230166.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8985,51406,0
000000230166.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.7022,6148,0
000000249180.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2910,34899,0
000000249180.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,11.5564,33888,0
000000249180.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2496,18061,0
000000249180.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.7374,25444,0
000000249180.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.1423,9210,0
000000249180.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,13.4058,21945,0
000000249180.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.6638,34610,0
000000249180.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1907,29528,0
000000249180.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,7.7327,34904,0
000000249180.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,7.0146,28687,0
000000249180.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4090,16888,0
000000249180.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7192,16659,0
000000249180.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,14.1869,17112,0
000000249180.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,14.4240,16679,0
000000249180.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8693,8,0
000000249180.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0921,398,0
000000249180.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8503,2867,0
000000249180.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0379,12035,0
000000249180.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.0756,57389,0
000000249180.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.4214,4708,0
000000260657.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8258,34876,0
000000260657.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8159,34382,0
000000260657.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7736,18184,0
000000260657.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9520,25489,0
000000260657.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.5967,9140,0
000000260657.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6348,21964,0
000000260657.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.6607,34562,0
000000260657.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.0140,26112,0
000000260657.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,8.1158,34881,0
000000260657.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.3563,29256,0
000000260657.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8952,17609,0
000000260657.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1221,17430,0
000000260657.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7759,17323,0
000000260657.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5474,16917,0
000000260657.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.4695,5413,0
000000260657.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000100000000000000000010000000,0.375000,0,7.0838,95,0
000000260657.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,6.6001,0,1
000000260657.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,6.4896,0,1
000000260657.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000010000000000000000,0.406250,0,6.6808,49920,0
000000260657.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,6.9615,0,1
000000262938.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5461,34930,0
000000262938.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.7229,34449,0
000000262938.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6670,18182,0
000000262938.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0026,25638,0
000000262938.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.5586,9765,0
000000262938.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6734,22276,0
000000262938.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.8525,34616,0
000000262938.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3509,26373,0
000000262938.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,7.7379,35000,0
000000262938.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.0480,36894,0
000000262938.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2967,17270,0
000000262938.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6172,17008,0
000000262938.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8255,17040,0
000000262938.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8673,16954,0
000000262938.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.4431,1234,0
000000262938.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000001000000000000000000000000,0.406250,0,6.5960,6361,0
000000262938.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3259,10501,0
000000262938.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,10001000000000000001000000010001,0.406250,0,7.8109,5022,0
000000262938.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000010000,0.406250,0,6.7069,39721,0
000000262938.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.5633,6341,0
000000263299.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5917,34695,0
000000263299.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.9241,33845,0
000000263299.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7423,17947,0
000000263299.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.2064,25582,0
000000263299.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.5897,9380,0
000000263299.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.8658,21970,0
000000263299.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8624,34362,0
000000263299.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.0038,26758,0
000000263299.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1674,34833,0
000000263299.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.8442,27226,0
000000263299.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7203,16846,0
000000263299.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8566,16800,0
000000263299.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5269,17081,0
000000263299.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0675,16703,0
000000263299.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1960,8011,0
000000263299.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.9840,107,0
000000263299.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.7756,0,1
000000263299.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.5600,0,1
000000263299.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6790,34907,0
000000263299.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.7642,0,1
000000319617.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.0589,34763,0
000000319617.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1468,34135,0
000000319617.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1214,18125,0
000000319617.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3553,25521,0
000000319617.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.0283,8819,0
000000319617.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0085,21978,0
000000319617.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1391,34514,0
000000319617.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.4970,31462,0
000000319617.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3896,34626,0
000000319617.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.4675,39731,0
000000319617.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1134,17079,0
000000319617.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2599,16833,0
000000319617.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0179,17002,0
000000319617.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.0509,16915,0
000000319617.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.2961,416,0
000000319617.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.9010,0,1
000000319617.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.9242,1154,0
000000319617.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.7457,997,0
000000319617.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.0446,51604,0
000000319617.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.3686,7103,0
000000322895.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6898,34885,0
000000322895.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4971,34206,0
000000322895.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4991,17925,0
000000322895.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5532,25305,0
000000322895.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.2025,8757,0
000000322895.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1642,21852,0
000000322895.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.9376,34459,0
000000322895.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3039,27910,0
000000322895.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9400,34663,0
000000322895.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.1259,37930,0
000000322895.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8558,17067,0
000000322895.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6793,16807,0
000000322895.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5577,17101,0
000000322895.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3619,16622,0
000000322895.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.9898,0,1
000000322895.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.4701,1435,0
000000322895.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.4368,7026,0
000000322895.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.3303,10261,0
000000322895.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.3917,23020,0
000000322895.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.0421,15099,0
000000326128.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8783,35054,0
000000326128.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8356,34112,0
000000326128.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8326,18172,0
000000326128.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9342,25502,0
000000326128.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,18.6206,8924,0
000000326128.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.5770,21978,0
000000326128.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.8526,34589,0
000000326128.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1553,26485,0
000000326128.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.0608,34773,0
000000326128.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.2949,40221,0
000000326128.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9190,17033,0
000000326128.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9558,16689,0
000000326128.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8619,17100,0
000000326128.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7228,16700,0
000000326128.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,7.3854,0,1
000000326128.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.8692,1503,0
000000326128.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6517,372,0
000000326128.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000010000000000000,0.406250,0,7.4275,3061,0
000000326128.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.9638,21640,0
000000326128.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1965,7533,0
000000341681.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6080,35163,0
000000341681.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6587,34266,0
000000341681.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.4700,18455,0
000000341681.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6931,25656,0
000000341681.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101000110100,0.937500,0,17.3174,8803,0
000000341681.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001111111101111010101100110100,0.968750,0,12.3303,21930,0
000000341681.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.8603,34805,0
000000341681.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1603,34422,0
000000341681.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1631,34982,0
000000341681.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001111111101111010101100110100,0.968750,0,7.1539,39309,0
000000341681.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.5973,17341,0
000000341681.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.7049,17097,0
000000341681.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6345,17251,0
000000341681.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6272,16922,0
000000341681.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.1317,1183,0
000000341681.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,10.0837,0,1
000000341681.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.2623,120,0
000000341681.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,10.3528,0,1
000000341681.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.7866,54173,0
000000341681.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.5776,534,0
000000358427.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5576,34811,0
000000358427.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4610,34136,0
000000358427.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5018,17866,0
000000358427.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5613,25329,0
000000358427.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100110010101000111100,0.875000,0,18.3844,8860,0
